"Year","Week","Percent of Deaths Due to Pneumonia and Influenza","Expected","Threshold","All Deaths","Pneumonia Deaths","Influenza Deaths"
2013,15,7.8088761351,7.78466,8.1109,50878,3938,35
2013,16,7.7641694074,7.68878,8.01487,49561,3826,22
2013,17,7.4695657566,7.58665,7.91258,48383,3587,27
2013,18,7.2681445365,7.47968,7.80546,48403,3508,10
2013,19,7.1023438152,7.36937,7.695,47956,3395,11
2013,20,7.0033329114,7.25727,7.58274,47406,3316,4
2013,21,6.8890485043,7.14495,7.47026,47336,3249,12
2013,22,6.52360331,7.03397,7.35911,46646,3040,3
2013,23,7.1301020408,6.92589,7.25086,47040,3346,8
2013,24,7.0429484704,6.82219,7.14699,46614,3277,6
2013,25,6.7333333333,6.72432,7.04894,46500,3127,4
2013,26,6.5980668633,6.63362,6.95807,46453,3063,2
2013,27,6.3925865685,6.55134,6.87561,46726,2982,5
2013,28,6.642090568,6.4786,6.80268,45844,3043,2
2013,29,6.6061839598,6.41637,6.74026,46184,3044,7
2013,30,6.2128064746,6.36547,6.68917,46211,2866,5
2013,31,6.3630260109,6.32655,6.65007,46173,2931,7
2013,32,6.4786287698,6.30011,6.62342,46090,2983,3
2013,33,6.5408147713,6.28643,6.60954,45927,3001,3
2013,34,6.4608571056,6.28562,6.60853,46062,2972,4
2013,35,6.2674004532,6.29762,6.62032,46335,2898,6
2013,36,6.2721815712,6.32215,6.64464,45646,2862,1
2013,37,6.4684030927,6.35877,6.68105,46302,2988,7
2013,38,6.5129250241,6.40687,6.72893,46615,3032,4
2013,39,6.5507134758,6.46565,6.78749,46743,3051,11
2013,40,6.6232401765,6.53418,6.8558,47590,3149,3
2013,41,6.6500696232,6.61138,6.93277,47398,3140,12
2013,42,6.7746470008,6.69602,7.01719,47663,3218,11
2013,43,6.6276273136,6.78681,7.10775,47815,3158,11
2013,44,6.7344891818,6.88234,7.20304,48853,3278,12
2013,45,7.033782544,6.98114,7.30161,49049,3433,17
2013,46,6.7509440821,7.08169,7.40192,49519,3328,15
2013,47,6.971971267,7.18245,7.50245,49699,3437,28
2013,48,6.9329390558,7.28189,7.60166,49373,3390,33
2013,49,7.1521149994,7.37849,7.69801,50922,3600,42
2013,50,7.5587884386,7.47077,7.79005,51966,3860,68
2013,51,7.6657104318,7.55732,7.87637,52637,3928,107
2013,52,7.9870915692,7.63682,7.95562,52059,3951,207
2014,1,9.0784654656,7.70804,8.0266,54062,4555,353
2014,2,9.7870074547,7.76989,8.0882,56340,5047,467
2014,3,10.038715804,7.8214,8.13947,54758,5022,475
2014,4,9.6518899773,7.86176,8.17959,54207,4789,443
2014,5,9.280124327,7.89033,8.20791,54051,4629,387
2014,6,8.9674776982,7.90662,8.22396,53471,4480,315
2014,7,8.6477462437,7.91034,8.22744,53910,4390,272
2014,8,7.9701215235,7.90137,8.21823,52747,3995,209
2014,9,7.7926091912,7.87979,8.1964,51767,3873,161
2014,10,8.0101228935,7.84584,8.16221,52159,4052,126
2014,11,7.7997380182,7.79995,8.11608,51912,3953,96
2014,12,7.6068376068,7.74273,8.05862,51480,3842,74
2014,13,7.5943155498,7.67493,7.99059,50946,3804,65
2014,14,7.6217956267,7.59749,7.91291,50946,3828,55
2014,15,7.4998031031,7.51145,7.82663,50788,3735,74
2014,16,7.3080925318,7.41799,7.73294,49972,3597,55
2014,17,7.1168540225,7.31839,7.63312,49994,3504,54
2014,18,7.1378305017,7.21404,7.52854,49735,3497,53
2014,19,7.0638162852,7.10636,7.42063,50426,3523,39
2014,20,6.7795903911,6.99684,7.31089,47997,3227,27
2014,21,6.7165098796,6.887,7.20083,48686,3246,24
2014,22,6.5550328477,6.77835,7.09196,48253,3148,15
2014,23,6.782354171,6.67237,6.98577,47830,3224,20
2014,24,6.7638094443,6.57054,6.88372,47902,3225,15
2014,25,6.4839474071,6.47423,6.78721,47687,3085,7
2014,26,6.3215247391,6.38477,6.69754,47536,3002,3
2014,27,6.3366503271,6.30337,6.61594,47533,3006,6
2014,28,6.3000399269,6.23112,6.54349,47587,2994,4
2014,29,6.246830093,6.169,6.48117,47320,2949,7
2014,30,6.3298907983,6.11781,6.4298,47252,2988,3
2014,31,6.2452221184,6.07822,6.39002,47092,2936,5
2014,32,6.0436533164,6.05073,6.36235,47190,2851,1
2014,33,6.1532879431,6.03565,6.34709,46853,2878,5
2014,34,6.1674384857,6.03314,6.3444,46859,2884,6
2014,35,6.0628102002,6.04313,6.35423,46744,2829,5
2014,36,6.2502630582,6.06543,6.37637,47518,2969,1
2014,37,6.126951799,6.09963,6.41041,47136,2884,4
2014,38,6.2315955373,6.14517,6.45579,48222,2999,6
2014,39,6.2472947627,6.20132,6.51179,48517,3025,6
2014,40,6.3730548562,6.2672,6.57752,48454,3082,6
2014,41,6.3921774617,6.3418,6.65198,49498,3156,8
2014,42,6.3048844644,6.42398,6.73402,49422,3103,13
2014,43,6.5591747218,6.51249,6.8224,49244,3219,11
2014,44,6.4670244775,6.606,6.91578,49188,3164,17
2014,45,6.2960142168,6.7031,7.01276,51207,3212,12
2014,46,6.4437917644,6.80235,7.11187,50731,3251,18
2014,47,6.4969554413,6.90224,7.21165,52717,3394,31
2014,48,6.6766518809,7.00131,7.3106,52077,3431,46
2014,49,7.030394563,7.09806,7.40724,52970,3640,84
2014,50,7.3876859489,7.19106,7.50013,53711,3798,170
2014,51,8.0776592836,7.27892,7.58788,54855,4117,314
2014,52,8.5390141546,7.36034,7.6692,56236,4283,519
2014,53,10.191586348,7.4341,7.74286,59451,5043,1016
2015,1,10.808404558,7.4991,7.80776,61776,5577,1100
2015,2,10.744004316,7.55436,7.86293,61169,5589,983
2015,3,10.049951412,7.59906,7.90753,58657,5184,711
2015,4,9.4966413679,7.63251,7.9409,57315,4857,586
2015,5,9.1069125388,7.65421,7.96251,57374,4741,484
2015,6,8.8056197822,7.6638,7.97201,56657,4584,405
2015,7,8.4459578673,7.66112,7.96925,56678,4501,286
2015,8,8.4870324676,7.64619,7.95424,56333,4560,221
2015,9,8.3802243692,7.61918,7.92715,56514,4546,190
2015,10,8.2614233688,7.58046,7.88836,55741,4446,159
2015,11,7.9589476197,7.53056,7.83839,54467,4196,139
2015,12,7.5330025279,7.47019,7.77794,53405,3902,121
2015,13,7.4094958836,7.40018,7.70786,53202,3843,99
2015,14,7.4517001911,7.32152,7.62913,52847,3838,100
2015,15,7.5686511839,7.23532,7.54287,52876,3927,75
2015,16,7.4959324398,7.1428,7.45029,51628,3807,63
2015,17,7.1918273806,7.04527,7.3527,51489,3653,50
2015,18,6.9231662024,6.94413,7.25149,51696,3551,28
2015,19,6.8965517241,6.84079,7.1481,50721,3476,22
2015,20,6.5877113068,6.73674,7.04398,49395,3240,14
2015,21,6.8045497402,6.63345,6.94063,49849,3374,18
2015,22,6.5111936512,6.53238,6.83951,49269,3198,10
2015,23,6.4766111223,6.43498,6.74205,49810,3215,11
2015,24,6.4222611245,6.34262,6.64964,49126,3149,6
2015,25,6.5260798696,6.25661,6.56357,49080,3199,4
2015,26,6.3332521118,6.17817,6.48508,49248,3113,6
2015,27,6.3026068481,6.10841,6.41527,48948,3078,7
2015,28,6.1670252933,6.04831,6.35511,49262,3031,7
2015,29,6.1905251259,5.9987,6.30545,48655,3009,3
2015,30,5.9986450699,5.96028,6.26698,48711,2918,4
2015,31,6.1092715232,5.93358,6.24023,48320,2948,4
2015,32,5.9109110148,5.91896,6.22556,48199,2841,8
2015,33,6.0680462995,5.91659,6.22314,48467,2935,6
2015,34,6.0011540681,5.92648,6.23298,48524,2907,5
2015,35,6.0396628453,5.94847,6.25492,48761,2942,3
2015,36,6.0468260308,5.98221,6.2886,48819,2949,3
2015,37,6.1643695763,6.02717,6.33351,48975,3013,6
2015,38,6.2018333739,6.08269,6.38898,49308,3050,8
2015,39,6.2727533031,6.14793,6.45418,48894,3061,6
2015,40,6.3051603687,6.22193,6.52812,51101,3208,14
2015,41,6.296710763,6.30358,6.60972,50042,3144,7
2015,42,6.3670632583,6.39168,6.69777,50934,3227,16
2015,43,6.3102854087,6.48493,6.79096,50489,3169,17
2015,44,6.589692494,6.58194,6.88793,51186,3353,20
2015,45,6.3829787234,6.6813,6.98724,50760,3226,14
2015,46,6.5017272324,6.78154,7.08743,51817,3356,13
2015,47,6.5044754674,6.88119,7.18702,51503,3336,14
2015,48,6.6852314192,6.97877,7.28455,52070,3459,22
2015,49,6.6113550115,7.07286,7.37859,53756,3534,20
2015,50,6.708110176,7.16207,7.46775,52280,3481,26
2015,51,6.6664160731,7.24508,7.55071,53207,3532,15
2015,52,7.5077988283,7.32068,7.62626,52572,3916,31
2016,1,7.6494209602,7.38775,7.69328,55782,4236,31
2016,2,7.7309562399,7.4453,7.75078,55530,4264,29
2016,3,7.3866623162,7.49247,7.7979,55167,4039,36
2016,4,7.4844860149,7.52857,7.83394,55595,4112,49
2016,5,7.5124875125,7.55304,7.85836,55055,4075,61
2016,6,7.3286222913,7.56552,7.87079,55331,3962,93
2016,7,7.4737691687,7.56581,7.87103,55755,4019,148
2016,8,7.9951875752,7.55388,7.85905,54858,4203,183
2016,9,8.0359389039,7.52989,7.83501,55650,4217,255
2016,10,8.1275757033,7.49417,7.79923,55810,4244,292
2016,11,8.2252761461,7.44721,7.75222,54138,4105,348
2016,12,8.1010981734,7.38967,7.69464,54363,4118,286
2016,13,7.7076983489,7.32238,7.6273,53479,3844,278
2016,14,7.6862789005,7.24628,7.55115,53589,3875,244
2016,15,7.5751275751,7.16246,7.46727,52910,3816,192
2016,16,7.173196701,7.07211,7.37687,52501,3624,142
2016,17,6.8188138084,6.97651,7.28122,50346,3310,123
2016,18,6.7592739379,6.87703,7.18169,50464,3323,88
2016,19,6.410026143,6.7751,7.07971,50109,3142,70
2016,20,6.5326025631,6.67216,6.97671,49628,3209,33
2016,21,6.3494306711,6.56967,6.87418,49532,3116,29
2016,22,6.0736949846,6.46912,6.77357,48850,2950,17
2016,23,6.3498867185,6.37191,6.67632,48993,3096,15
2016,24,5.8216096843,6.27945,6.5838,48904,2829,18
2016,25,5.7330379511,6.19303,6.49734,48299,2757,12
2016,26,5.8035807116,6.1139,6.41815,48091,2782,9
2016,27,5.7583385777,6.04317,6.34737,47670,2735,10
2016,28,5.8879352158,5.98183,6.28598,47419,2787,5
2016,29,5.5528181838,5.93175,6.2359,46679,2587,5
2016,30,5.5671075479,5.89264,6.19678,46649,2593,4
2016,31,5.5899385527,5.86504,6.16919,45242,2526,3
2016,32,5.3883373844,5.84936,6.1535,44021,2371,1
2016,33,5.3180549434,5.84581,6.14995,40842,2168,4
2016,34,5.1797478861,5.85444,6.15858,38554,1992,5
2016,35,5.3240921008,5.87511,6.17926,38523,2047,4
2016,36,5.2305416709,5.90753,6.21168,39212,2047,4
2016,37,5.886154611,5.95122,6.25536,40230,2363,5
2016,38,5.6722901303,6.00553,6.30967,39596,2239,7
2016,39,5.4553442216,6.06967,6.37382,38696,2105,6
2016,40,5.4492783882,6.14271,6.44686,38317,2075,13
2016,41,5.6910350031,6.22358,6.52773,37111,2104,8
2016,42,5.5836536516,6.31111,6.61526,34601,1925,7
2016,43,5.4606561421,6.40402,6.70817,32432,1761,10
2016,44,5.5949652588,6.50095,6.8051,27489,1533,5
